year,st_abr,st_name,st_code,st_south,st_pop,st_uemp,inc_icpsr,inc_pos,inc_spend,ch_qual,ch_spend,ch_wealthy,inc_2p_share,st_id,inc_tenure,inc_rep
1990,SC,South Carolina,48,1,3486703,4.900000095367432,9369,0.38999998569488525,1916702,0,6232,0,0.6638242602348328,24,34,1
1990,SD,South Dakota,37,0,696004,3.700000047683716,14268,0.2029999941587448,1664341,0,1323770,0,0.5375481843948364,11.300000190734863,12,1
1990,TN,Tennessee,54,1,4877185,5.5,14423,-0.2939999997615814,1637919,0,12544,0,0.6943464875221252,18.399999618530273,6,0
1990,TX,Texas,49,1,16986510,6.400000095367432,14628,0.5019999742507935,9799104,1,1764562,0,0.616866409778595,19.700000762939453,6,1
1990,VA,Virginia,40,1,6187358,4.400000095367432,14712,0.22100000083446503,1155530,NA,NA,NA,NA,21,12,1
1990,WV,West Virginia,56,1,1793477,8.600000381469727,14922,-0.28600001335144043,2650320,0,33059,0,0.6832317113876343,4.099999904632568,6,0
1990,WY,Wyoming,68,0,453588,5.300000190734863,14710,0.2750000059604645,1000462,0,6243,0,0.6393625736236572,-7.800000190734863,12,1
1992,AK,Alaska,81,0,587073,8.899999618530273,14907,0.30399999022483826,1663865,0,910138,0,0.5800490975379944,NA,12,1
1992,AL,Alabama,41,1,4139269,6.900000095367432,14659,0.03400000184774399,2451191,0,149578,0,0.6620634198188782,23.299999237060547,6,0
1992,AR,Arkansas,42,1,2394098,7.099999904632568,14300,-0.31299999356269836,1878472,0,910212,0,0.6017719507217407,28.100000381469727,18,0
1992,AZ,Arizona,61,0,3867333,7.400000095367432,15039,0.2809999883174896,3481915,0,287681,0,0.6387221813201904,9.300000190734863,6,1
1992,CA,California,71,0,30875920,9.399999618530273,12103,-0.4090000092983246,NA,NA,NA,NA,NA,4.099999904632568,24,0
1992,CO,Colorado,62,0,3459995,6,14282,-0.28600001335144043,NA,NA,NA,NA,NA,10.199999809265137,6,0
1992,CT,Connecticut,1,0,3274997,7.300000190734863,14213,-0.3230000138282776,4122268,0,2395462,1,0.6067413687705994,14.300000190734863,12,0
1992,FL,Florida,43,1,13504775,8.399999618530273,15503,-0.23399999737739563,2979552,4,242251,0,0.6540747880935669,12.300000190734863,6,0
1992,GA,Georgia,44,1,6759474,6.699999809265137,14467,-0.20600000023841858,4894620,1,3187621,0,0.5080519914627075,17.600000381469727,6,0
1992,HI,Hawaii,82,0,1149926,4.199999809265137,4812,-0.2980000078678131,2967102,1,455051,0,0.6801766157150269,NA,30,0
1992,IA,Iowa,31,0,2806923,4.5,14226,0.2759999930858612,2337538,1,410894,0,0.7190483212471008,-0.800000011920929,12,1
1992,ID,Idaho,63,0,1066490,6.400000095367432,14056,0.6620000004768372,NA,NA,NA,NA,NA,21.600000381469727,12,1
1992,IL,Illinois,21,0,11635197,7.800000190734863,14902,-0.15299999713897705,NA,NA,NA,NA,NA,10.300000190734863,12,0
1992,IN,Indiana,22,0,5648649,6.099999904632568,14806,0.335999995470047,3802077,3,1584173,0,0.5848255753517151,16.899999618530273,3,1
1992,KS,Kansas,32,0,2526042,4.599999904632568,10513,0.3190000057220459,1990098,0,224036,0,0.6689386367797852,17.100000381469727,24,1
1992,KY,Kentucky,51,0,3756358,7,14302,-0.20000000298023224,2076069,1,335304,0,0.6371473670005798,21.100000381469727,18,0
1992,LA,Louisiana,45,1,4270849,7.900000095367432,13056,-0.07999999821186066,1446199,0,34711,0,0.8979806303977966,19.899999618530273,6,0
1992,MD,Maryland,52,0,4902545,6.599999904632568,14440,-0.3400000035762787,3161104,0,1149685,0,0.7101566195487976,11.199999809265137,6,0
1992,MO,Missouri,34,0,5193686,6,15501,0.28200000524520874,4577895,2,1155187,0,0.5359525084495544,13.699999809265137,6,1
1992,NC,North Carolina,47,1,6831850,6.199999809265137,15504,-0.26899999380111694,2536380,0,2960173,1,0.47915711998939514,23,6,0
1992,ND,North Dakota,36,0,635427,4.699999809265137,15502,-0.24500000476837158,NA,NA,NA,0,NA,14.699999809265137,6,0
1992,NH,New Hampshire,4,0,1112766,7.599999904632568,14909,0.24400000274181366,NA,NA,NA,NA,NA,24.399999618530273,12,1
1992,NV,Nevada,65,0,1330694,6.900000095367432,15054,-0.24500000476837158,2725713,0,506411,0,0.5593696236610413,1.399999976158142,6,0
1992,NY,New York,13,0,18082032,8.600000381469727,14900,0.13500000536441803,12866533,3,6609945,0,0.5064601898193359,5,12,1
1992,OH,Ohio,24,0,11007609,7.400000095367432,14304,-0.2669999897480011,3999271,3,3053769,0,0.5465174317359924,9.100000381469727,18,0
1992,OK,Oklahoma,53,0,3204174,6.199999809265137,14908,0.45899999141693115,3316336,1,1455848,0,0.6052230000495911,27.600000381469727,12,1
1992,OR,Oregon,72,0,2973934,7.300000190734863,12107,0.06599999964237213,6080989,4,2636894,0,0.5285875201225281,14.899999618530273,24,1
1992,PA,Pennsylvania,14,0,11980819,7.699999809265137,14910,0.02800000086426735,8854815,0,5208469,1,0.5145272016525269,11.399999618530273,12,1
1992,SC,South Carolina,48,1,3600576,6.599999904632568,11204,-0.19099999964237213,3642045,4,886816,0,0.516090989112854,32.20000076293945,26,0
1992,SD,South Dakota,37,0,708698,3.5,14617,-0.26899999380111694,2878375,0,478421,0,0.6662871241569519,21.899999618530273,6,0
1992,UT,Utah,67,0,1821498,4.900000095367432,14303,0.48100000619888306,NA,NA,NA,NA,NA,27.100000381469727,18,1
1992,VT,Vermont,6,0,570115,6.400000095367432,14307,-0.3619999885559082,950331,3,195737,0,0.5554670095443726,9.199999809265137,18,0
1992,WA,Washington,73,0,5139011,7.199999809265137,10700,-0.39399999380111694,NA,NA,NA,NA,NA,3.5999999046325684,6,0
1992,WI,Wisconsin,25,0,5004636,5.199999809265137,14242,0.22499999403953552,5427163,1,1990488,0,0.4667260944843292,13.800000190734863,12,1
1993,TX,Texas,49,1,17996764,7.199999809265137,14247,-0.07400000095367432,0,3,6114755,1,NA,23,1,0
1994,AZ,Arizona,61,0,4147561,6.099999904632568,14502,-0.16500000655651093,NA,NA,NA,NA,NA,20.100000381469727,18,0
1994,CA,California,71,0,31317179,8.600000381469727,49300,-0.24199999868869781,14419656,4,29961518,1,0.5103978514671326,10.699999809265137,2,0
1994,CT,Connecticut,1,0,3268346,5.5,15704,-0.20999999344348907,3238396,1,166064,0,0.6837244629859924,6.599999904632568,6,0
1994,DE,Delaware,11,0,708416,4.599999904632568,11044,0.2370000034570694,2233279,3,1561440,0,0.5678126215934753,10.5,24,1
1994,FL,Florida,43,1,13961798,6.699999809265137,15037,0.3889999985694885,3735719,2,621304,0,0.7051470875740051,13.300000190734863,6,1
1994,HI,Hawaii,82,0,1173903,5.099999904632568,14400,-0.36800000071525574,421356,0,30272,0,0.7479774355888367,NA,4,0
1994,IN,Indiana,22,0,5745626,4.5,14506,0.25999999046325684,4063703,4,472488,0,0.6883001327514648,20.399999618530273,18,1
1994,MA,Massachusetts,3,0,6031352,6.199999809265137,10808,-0.4429999887943268,10540244,0,7624491,1,0.586111843585968,-2.9000000953674316,32,0
1994,MD,Maryland,52,0,4985411,5.199999809265137,13039,-0.4129999876022339,2698928,3,3201650,0,0.591019332408905,3.799999952316284,18,0
1994,ME,Maine,2,0,1237687,6.400000095367432,14713,-0.3319999873638153,NA,NA,NA,NA,NA,12,14,0
1994,MI,Michigan,23,0,9584481,6.199999809265137,11043,-0.3889999985694885,NA,NA,NA,NA,NA,14,18,0
1994,MN,Minnesota,33,0,4566028,4.099999904632568,14703,0.04800000041723251,NA,NA,NA,NA,NA,14.600000381469727,16,1
1994,MO,Missouri,34,0,5281206,4.900000095367432,14501,0.1379999965429306,NA,NA,NA,NA,NA,21.299999237060547,18,1
1994,MS,Mississippi,46,1,2663450,6.599999904632568,14031,0.3610000014305115,2134544,1,366476,0,0.6879515051841736,22,6,1
1994,MT,Montana,64,0,854923,5.5,15701,0.32199999690055847,3157084,0,1107591,0,0.6237160563468933,21.700000762939453,6,1
1994,ND,North Dakota,36,0,639762,3.700000047683716,15502,-0.24500000476837158,1927866,0,961192,0,0.5798298120498657,28.399999618530273,8,0
1994,NE,Nebraska,35,0,1621551,2.5999999046325684,15702,-0.21899999678134918,4471081,0,1871778,1,0.54899001121521,28.700000762939453,6,0
1994,NJ,New Jersey,12,0,7918796,6.800000190734863,14914,-0.3919999897480011,7278332,1,5110378,0,0.5168130397796631,8.899999618530273,12,0
1994,NM,New Mexico,66,0,1653329,6.599999904632568,14912,-0.24199999868869781,3229398,1,1543836,1,0.5399166941642761,30.700000762939453,12,0
1994,NV,Nevada,65,0,1456388,6.099999904632568,15700,-0.21899999678134918,3021834,0,885430,0,0.5540043115615845,6.300000190734863,6,0
1994,NY,New York,13,0,18156652,6.900000095367432,14508,-0.3179999887943268,5784736,0,1581901,1,0.57100909948349,11.5,18,0
1994,OH,Ohio,24,0,11111451,5.599999904632568,14073,-0.5040000081062317,NA,NA,NA,NA,NA,12.300000190734863,18,0
1994,OK,Oklahoma,53,0,3246119,5.599999904632568,14700,-0.08799999952316284,NA,NA,NA,NA,NA,25.100000381469727,15,0
1994,PA,Pennsylvania,14,0,12042545,6.300000190734863,49104,-0.30799999833106995,6300560,4,6732849,0,0.4871150255203247,14.699999809265137,3,0
1994,RI,Rhode Island,5,0,993412,6.800000190734863,14500,0.008999999612569809,1896589,1,805867,1,0.6452337503433228,6.5,18,1
1994,TN,Tennessee,54,1,5163016,5.099999904632568,14509,-0.29899999499320984,4717147,0,9517424,1,0.4275890588760376,26.5,18,0
1994,TX,Texas,49,1,NA,NA,49306,0.29100000858306885,NA,0,0,NA,0.6136476397514343,21.799999237060547,NA,1
1994,UT,Utah,67,0,1930436,3.9000000953674316,14503,0.33799999952316284,3779231,0,311491,0,0.7085922360420227,19.299999237060547,18,1
1994,VA,Virginia,40,1,6536771,4.699999809265137,15705,-0.19900000095367432,5501697,0,20607367,0,0.5154244303703308,12.399999618530273,6,0
1994,VT,Vermont,6,0,578900,4.599999904632568,14240,-0.017000000923871994,1043626,1,313184,0,0.5536379814147949,9.699999809265137,6,1
1994,WA,Washington,73,0,5334896,6.5,14904,0.20800000429153442,4792764,0,1228098,0,0.557485044002533,-2.700000047683716,6,1
1994,WI,Wisconsin,25,0,5095504,4.300000190734863,15703,-0.27000001072883606,7374312,1,1265382,0,0.5889468193054199,17.5,6,0
1994,WV,West Virginia,56,1,1818490,8.699999809265137,1366,-0.23499999940395355,1550354,0,267165,0,0.6901167631149292,16.399999618530273,36,0
1994,WY,Wyoming,68,0,474982,5,14511,0.5600000023841858,NA,NA,NA,NA,NA,49,18,1
1996,AK,Alaska,81,0,604918,7.5,12109,0.19200000166893005,2649130,0,0,0,0.8812255263328552,NA,26,1
1996,AL,Alabama,41,1,4290403,4.5,14705,-0.03500000014901161,NA,NA,NA,NA,NA,16.799999237060547,18,0
1996,AR,Arkansas,42,1,2504858,5.099999904632568,10791,-0.24699999392032623,NA,NA,NA,NA,NA,25.399999618530273,18,0
1996,CO,Colorado,62,0,3812716,4.199999809265137,14803,0.45899999141693115,NA,NA,NA,NA,NA,16.200000762939453,6,1
1996,DE,Delaware,11,0,727090,4.300000190734863,14101,-0.3109999895095825,1966313,0,1326427,0,0.6115807294845581,5.400000095367432,24,0
1996,GA,Georgia,44,1,7332225,4.599999904632568,14108,-0.10199999809265137,NA,NA,NA,NA,NA,25.5,24,0
1996,IA,Iowa,31,0,2848473,3.5999999046325684,14230,-0.38100001215934753,5276708,4,2439679,0,0.525854229927063,17.899999618530273,12,0
1996,ID,Idaho,63,0,1187706,5.300000190734863,14809,0.4300000071525574,2809897,0,2150596,1,0.5882968306541443,18,6,1
1996,IL,Illinois,21,0,11953003,5.300000190734863,14275,-0.4129999876022339,NA,NA,NA,NA,NA,14.199999809265137,12,0
1996,KS,Kansas,32,0,2598266,4.400000095367432,14708,0.13899999856948853,NA,NA,NA,NA,NA,27.299999237060547,18,1
1996,KY,Kentucky,51,0,3881051,5.5,14921,0.33899998664855957,4669642,3,1770035,0,0.5641272068023682,21.600000381469727,12,1
1996,LA,Louisiana,45,1,4338763,6.300000190734863,14107,-0.1340000033378601,NA,NA,NA,NA,NA,25.899999618530273,24,0
1996,MA,Massachusetts,3,0,6085393,4.599999904632568,14920,-0.35600000619888306,10962607,3,8002123,1,0.5386543869972229,0,12,0
1996,ME,Maine,2,0,1241436,5.199999809265137,14010,0.04699999839067459,NA,NA,NA,NA,NA,17.100000381469727,18,1
1996,MI,Michigan,23,0,9739184,4.900000095367432,14709,-0.36800000071525574,5965017,0,3289797,0,0.5941100120544434,12.600000381469727,18,0
1996,MN,Minnesota,33,0,4647723,3.9000000953674316,49101,-0.5950000286102295,5979224,3,4409982,0,0.5493083000183105,15.699999809265137,6,0
1996,MS,Mississippi,46,1,2709925,6.300000190734863,14009,0.25200000405311584,828693,0,0,0,0.7217313647270203,28.100000381469727,18,1
1996,MT,Montana,64,0,876656,5.5,14203,-0.20900000631809235,3748502,3,1358165,0,0.5258094072341919,15.600000381469727,18,0
1996,NC,North Carolina,47,1,7307658,4.400000095367432,14105,0.6349999904632568,7796475,2,8007266,0,0.5341225862503052,21.700000762939453,24,1
1996,NE,Nebraska,35,0,1647657,2.799999952316284,14704,-0.14300000667572021,NA,NA,NA,NA,NA,13.800000190734863,18,0
1996,NH,New Hampshire,4,0,1160768,3.700000047683716,15116,0.6000000238418579,1718413,4,1558563,0,0.515868604183197,4.599999904632568,6,1
1996,NJ,New Jersey,12,0,8009624,6.199999809265137,14702,-0.35199999809265137,NA,NA,NA,NA,NA,7.099999904632568,18,0
1996,NM,New Mexico,66,0,1706151,7.5,14103,0.2280000001192093,3110548,0,163613,0,0.6848561763763428,9,24,1
1996,OK,Oklahoma,53,0,3289634,4.199999809265137,15424,0.5070000290870667,2512866,0,183371,0,0.5858022570610046,26.5,2,1
1996,OR,Oregon,72,0,3195087,5.599999904632568,11203,-0.019999999552965164,NA,NA,NA,NA,NA,10.899999618530273,30,1
1996,RI,Rhode Island,5,0,987858,5.300000190734863,10818,-0.3610000014305115,NA,NA,NA,NA,NA,1.399999976158142,36,0
1996,SC,South Carolina,48,1,3738974,5.599999904632568,9369,0.38999998569488525,2385185,0,1913574,1,0.548154890537262,22.700000762939453,40,1
1996,SD,South Dakota,37,0,730699,3.4000000953674316,14268,0.2029999941587448,4468434,4,2990554,0,0.48678067326545715,32.79999923706055,18,1
1996,TN,Tennessee,54,1,5313576,5.300000190734863,49503,0.32899999618530273,3472176,0,795969,0,0.6249983310699463,21.299999237060547,2,1
1996,TX,Texas,49,1,19006240,5.800000190734863,14628,0.5019999742507935,6289591,0,986862,0,0.5548803210258484,21.200000762939453,12,1
1996,VA,Virginia,40,1,6665491,4.300000190734863,14712,0.22100000083446503,5596061,0,11600424,1,0.5254625678062439,20.799999237060547,18,1
1996,WV,West Virginia,56,1,1818983,7.400000095367432,14922,-0.28600001335144043,2567588,0,0,0,0.7664796113967896,19.299999237060547,12,0
1996,WY,Wyoming,68,0,480085,5.199999809265137,14710,0.2750000059604645,NA,NA,NA,NA,NA,18.899999618530273,18,1
1998,AK,Alaska,81,0,615205,6.099999904632568,14907,0.30399999022483826,911926,0,26091,0,0.7906733155250549,NA,18,1
1998,AL,Alabama,41,1,4351037,3.9000000953674316,94659,0.3330000042915344,1890484,2,15723,0,0.6328410506248474,27.100000381469727,12,1
1998,AR,Arkansas,42,1,2538202,5,14300,-0.31299999356269836,NA,NA,NA,NA,NA,24.299999237060547,24,0
1998,AZ,Arizona,61,0,4667277,4.300000190734863,15039,0.2809999883174896,2461900,0,371439,0,0.7167897820472717,10.800000190734863,12,1
1998,CA,California,71,0,32682794,6,15011,-0.4339999854564667,13738578,3,10764892,0,0.5522876977920532,5.800000190734863,6,0
1998,CO,Colorado,62,0,3968967,3.5,95407,0.22699999809265137,1818801,5,3045982,0,0.35912632942199707,14.399999618530273,6,0
1998,CT,Connecticut,1,0,3272563,3.299999952316284,14213,-0.3230000138282776,4442567,4,1478307,0,0.6680673360824585,10.399999618530273,18,0
1998,FL,Florida,43,1,14908230,4.5,15503,-0.23399999737739563,5094581,1,1487498,0,0.6246938109397888,12.199999809265137,12,0
1998,GA,Georgia,44,1,7636522,4.199999809265137,49301,0.3479999899864197,6936745,0,5275419,1,0.5370184779167175,18.5,6,1
1998,HI,Hawaii,82,0,1190472,5.699999809265137,4812,-0.2980000078678131,1375601,0,0,0,0.8162582516670227,NA,36,0
1998,IA,Iowa,31,0,2861025,2.9000000953674316,14226,0.2759999930858612,2781940,1,165429,0,0.6916906237602234,12.5,18,1
1998,ID,Idaho,63,0,1230923,5.099999904632568,49302,0.4090000092983246,NA,NA,NA,NA,NA,12.100000381469727,6,1
1998,IL,Illinois,21,0,12069774,4.5,49303,-0.34599998593330383,7200895,1,17678198,1,0.4851568043231964,4.400000095367432,6,0
1998,IN,Indiana,22,0,5907617,2.9000000953674316,14806,0.335999995470047,NA,NA,NA,NA,NA,21.5,9,1
1998,KS,Kansas,32,0,2638667,3.799999952316284,29523,0.3659999966621399,1719612,1,39500,0,0.6738613843917847,7.699999809265137,2,1
1998,KY,Kentucky,51,0,3934310,4.599999904632568,14302,-0.20000000298023224,NA,NA,NA,NA,NA,18.899999618530273,24,0
1998,LA,Louisiana,45,1,4362758,5.300000190734863,13056,-0.07999999821186066,3858472,4,364073,0,0.6692805290222168,19.100000381469727,12,0
1998,MD,Maryland,52,0,5130072,4.300000190734863,14440,-0.3400000035762787,3014312,0,297768,0,0.7050397396087646,4.5,12,0
1998,MO,Missouri,34,0,5437562,4,15501,0.28200000524520874,6229649,3,2568879,0,0.5461645126342773,13.899999618530273,12,1
1998,NC,North Carolina,47,1,7545828,3.5,49304,0.6079999804496765,9375771,0,8331382,1,0.4789148271083832,21.799999237060547,6,1
1998,ND,North Dakota,36,0,637808,3,14812,-0.2370000034570694,1681842,1,152183,0,0.6423865556716919,31.100000381469727,6,0
1998,NH,New Hampshire,4,0,1185823,2.9000000953674316,14826,0.3569999933242798,904448,0,28547,0,0.706035852432251,7.699999809265137,6,1
1998,NV,Nevada,65,0,1743772,4.400000095367432,15054,-0.24500000476837158,4939010,4,3490256,0,0.5005133748054504,8.100000381469727,12,0
1998,NY,New York,13,0,18159175,5.699999809265137,14900,0.13500000536441803,24195287,4,16671877,0,0.44663000106811523,3.799999952316284,18,1
1998,OH,Ohio,24,0,11237752,4.300000190734863,14304,-0.2669999897480011,NA,NA,NA,NA,NA,16.200000762939453,24,0
1998,OK,Oklahoma,53,0,3339478,4.400000095367432,14908,0.45899999141693115,2415565,0,8618,0,0.6797232031822205,30.5,18,1
1998,OR,Oregon,72,0,3282055,5.699999809265137,14871,-0.2919999957084656,2866368,1,413187,1,0.6436975598335266,8.399999618530273,2,0
1998,PA,Pennsylvania,14,0,12002329,4.599999904632568,14910,0.02800000086426735,4535887,1,187157,0,0.6381174325942993,12.5,18,1
1998,SC,South Carolina,48,1,3839578,3.5999999046325684,11204,-0.19099999964237213,4968456,4,2143278,0,0.5355206727981567,13.899999618530273,32,0
1998,SD,South Dakota,37,0,730789,3,14617,-0.26899999380111694,4861541,0,492854,0,0.6305634379386902,24.5,12,0
1998,UT,Utah,67,0,2100562,3.700000047683716,49307,0.28200000524520874,1546219,0,265494,0,0.6599336266517639,23.5,6,1
1998,VT,Vermont,6,0,590579,3.0999999046325684,14307,-0.3619999885559082,1014751,0,0,0,0.7628493309020996,-2.700000047683716,24,0
1998,WA,Washington,73,0,5687832,4.800000190734863,49308,-0.3269999921321869,5600592,4,5159527,0,0.5841400027275085,11.899999618530273,6,0
1998,WI,Wisconsin,25,0,5222124,3.299999952316284,49309,-0.5860000252723694,3846089,4,4373953,0,0.510843813419342,10.600000381469727,6,0
2000,AZ,Arizona,61,0,5130632,4,15429,0.48500001430511475,2503674,NA,NA,0,NA,12.699999809265137,6,1
2000,CA,California,71,0,33871648,4.900000095367432,49300,-0.24199999868869781,10346170,4,4378283,0,0.6041649580001831,-0.5,8,0
2000,CT,Connecticut,1,0,3405565,2.299999952316284,15704,-0.20999999344348907,3786665,2,1276376,0,0.6491116881370544,-1.7000000476837158,12,0
2000,DE,Delaware,11,0,783600,3.299999952316284,11044,0.2370000034570694,4366884,3,2608942,0,0.4404004216194153,3.700000047683716,30,1
2000,FL,Florida,43,1,15982378,3.799999952316284,15037,0.3889999985694885,NA,NA,NA,NA,NA,4.800000190734863,12,1
2000,GA,Georgia,44,1,8186453,3.5,49904,0.10000000149011612,2533746,3,1093408,NA,0.6055717468261719,16.700000762939453,0,0
2000,HI,Hawaii,82,0,1211537,4,14400,-0.36800000071525574,428516,0,97407,0,0.7478506565093994,NA,10,0
2000,IN,Indiana,22,0,6080485,2.9000000953674316,14506,0.25999999046325684,4251603,0,1451786,0,0.6763606071472168,23.299999237060547,24,1
2000,MA,Massachusetts,3,0,6349097,2.700000047683716,10808,-0.4429999887943268,3662652,0,163927,0,0.8496556878089905,0.6000000238418579,38,0
2000,MD,Maryland,52,0,5296486,3.5999999046325684,13039,-0.4129999876022339,1837286,0,146866,0,0.6323353052139282,-0.6000000238418579,24,0
2000,ME,Maine,2,0,1274923,3.299999952316284,14661,0.06700000166893005,1981504,1,727655,0,0.6894130110740662,5.199999809265137,6,1
2000,MI,Michigan,23,0,9938444,3.700000047683716,49500,0.25600001215934753,13028636,4,8194394,0,0.49171000719070435,10.199999809265137,6,1
2000,MN,Minnesota,33,0,4919479,3.0999999046325684,29367,0.42800000309944153,6024866,3,11957114,0,0.46992433071136475,3.700000047683716,6,1
2000,MO,Missouri,34,0,5595211,3.299999952316284,49501,0.4690000116825104,9378581,3,8800864,0,0.48951455950737,18.799999237060547,6,1
2000,MS,Mississippi,46,1,2844658,5.699999809265137,14031,0.3610000014305115,3663052,0,40349,0,0.6758720874786377,33.20000076293945,12,1
2000,MT,Montana,64,0,902195,4.800000190734863,15701,0.32199999690055847,4337961,0,2033530,0,0.516958475112915,23.100000381469727,12,1
2000,ND,North Dakota,36,0,642200,2.9000000953674316,15502,-0.24500000476837158,2312543,0,392104,0,0.6137254238128662,18.200000762939453,14,0
2000,NE,Nebraska,35,0,1711263,2.799999952316284,15702,-0.21899999678134918,NA,NA,NA,NA,NA,22.100000381469727,12,0
2000,NJ,New Jersey,12,0,8414350,3.700000047683716,14914,-0.3919999897480011,NA,NA,NA,NA,NA,5.300000190734863,18,0
2000,NM,New Mexico,66,0,1819046,5,14912,-0.24199999868869781,2568649,4,706424,0,0.6172884106636047,11.899999618530273,18,0
2000,NV,Nevada,65,0,1998257,4.5,15700,-0.21899999678134918,NA,NA,NA,NA,NA,19,12,0
2000,NY,New York,13,0,18976457,4.5,14508,-0.3179999887943268,NA,NA,NA,NA,NA,0.4000000059604645,24,0
2000,OH,Ohio,24,0,11353140,4,15020,0.2240000069141388,5699889,0,477176,0,0.6256221532821655,17.799999237060547,6,1
2000,PA,Pennsylvania,14,0,12281054,4.199999809265137,29141,0.3070000112056732,10616262,4,3941166,0,0.5352666974067688,19.899999618530273,6,1
2000,RI,Rhode Island,5,0,1048319,4.199999809265137,49905,-0.019999999552965164,2265221,4,2297885,NA,0.5802440643310547,2.5,1,1
2000,TN,Tennessee,54,1,5689283,4,49502,0.3070000112056732,6105303,0,273406,0,0.6690006852149963,18.899999618530273,6,1
2000,TX,Texas,49,1,20851820,4.400000095367432,49306,0.29100000858306885,3518862,0,4602,0,0.6678370237350464,21.799999237060547,7,1
2000,UT,Utah,67,0,2233169,3.4000000953674316,14503,0.33799999952316284,3130550,1,299239,0,0.6754373908042908,16.299999237060547,24,1
2000,VA,Virginia,40,1,7078515,2.299999952316284,15705,-0.19900000095367432,6810252,3,9995980,0,0.4771094024181366,16.100000381469727,12,0
2000,VT,Vermont,6,0,608827,2.700000047683716,14240,-0.017000000923871994,1889243,3,1054977,0,0.7205478549003601,2.5999999046325684,12,1
2000,WA,Washington,73,0,5894121,5,14904,0.20800000429153442,6402488,4,11533295,0,0.4995349645614624,11.600000381469727,12,1
2000,WI,Wisconsin,25,0,5363675,3.4000000953674316,15703,-0.27000001072883606,4991364,0,582221,0,0.6243008375167847,13.800000190734863,12,0
2000,WV,West Virginia,56,1,1808344,5.5,1366,-0.23499999940395355,1045993,0,0,0,0.794135570526123,2.9000000953674316,42,0
2000,WY,Wyoming,68,0,493782,3.799999952316284,15633,0.41999998688697815,762833,0,4187,0,0.769980788230896,7.5,6,1
